index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
743,CC(OC(C)C)=O,COc1ccc(C=O)cc1O,0,logP_setA,CC(=O)OC(C)C,COc1ccc(C=O)cc1O,-11.848399,11,7,"[ 0.1927244  -0.27293306  0.20379537 -0.36577748 -0.26909966 -0.05543828
 -0.4051779   0.18362915 -0.28204199 -0.28392716  0.14552852  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
744,c1ccc(cc1)CO,COc1ccc(C=O)cc1O,0,logP_setA,OCc1ccccc1,COc1ccc(C=O)cc1O,-11.907621,11,8,"[ 0.34935265 -1.01716837  1.04918575 -0.80575379 -0.29860676  1.34693151
 -1.14762453 -0.13393554 -0.349455   -0.26826371  0.00739653  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
745,C1CCCCC1O,COc1ccc(C=O)cc1O,0,logP_setA,OC1CCCCC1,COc1ccc(C=O)cc1O,-11.574029,11,7,"[ 0.10322662 -1.05013432  0.67327057 -0.63831954 -0.11790464  1.1629935
 -0.37001504  0.02174273 -0.57052605 -0.10841675 -0.04026681  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
746,CCCCO,COc1ccc(C=O)cc1O,0,logP_setA,CCCCO,COc1ccc(C=O)cc1O,-11.617147,11,5,"[-0.10025078 -1.22514148  0.24184937 -0.3720329   0.11363826  1.22583785
 -0.18853395  0.40652394 -0.76571936 -0.40452911  0.09089034  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
747,CCCCCCCCO,COc1ccc(C=O)cc1O,0,logP_setA,CCCCCCCCO,COc1ccc(C=O)cc1O,-11.075795,11,9,"[ 0.24043309 -0.94922188  0.32989867 -0.57244041  0.01421982  1.08928824
 -0.29508734  0.46803449 -0.44179788 -0.49037075  0.17092801  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
748,O,COc1ccc(C=O)cc1O,0,logP_setA,O,COc1ccc(C=O)cc1O,-10.453736,11,1,"[ 0.72137695  3.03272817  0.1208974  -1.9640986  -2.09075058 -2.85960141
 -1.12337308 -0.15354073  1.37749294  2.3706168   0.7541921   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
749,CCCCCC,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,CCCCCC,COc1cc(/C=C/C=O)ccc1O,-9.133563,13,6,"[ 0.41624615 -1.08366681  0.07751021  0.4620509   0.20976473  0.41633326
 -0.21924619 -0.13948053  0.51848919  0.21329798  0.14007534  0.51315506
 -0.01841247  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
750,Cc1ccccc1,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,Cc1ccccc1,COc1cc(/C=C/C=O)ccc1O,-11.1825,13,7,"[ 0.42825875 -0.79496907  0.49464592  0.07663333 -0.39190751 -0.17280681
  0.0260754  -0.43577498  0.73447431 -0.07458966  0.08203946 -0.46698647
 -0.04791435  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
751,Clc1ccccc1,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,Clc1ccccc1,COc1cc(/C=C/C=O)ccc1O,-11.190756,13,7,"[ 0.35299194 -0.84438204  0.29055258  0.24902243 -0.32104621 -0.04582547
  0.05068303 -0.6395798   0.705757   -0.06256144  0.11897261 -0.47911872
  0.07345696  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
752,C(Cl)Cl,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,ClCCl,COc1cc(/C=C/C=O)ccc1O,-12.565688,13,3,"[ 0.3118352  -0.36192026  0.58069966  0.0046683  -0.60360206 -0.44877454
  0.03460732 -0.76194563  0.4755163  -0.28683038  0.02334195 -0.8719984
 -0.02160342  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
753,CC(C)(C)OC,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,COC(C)(C)C,COc1cc(/C=C/C=O)ccc1O,-11.401664,13,6,"[ 0.382373   -0.17026681  0.88958646 -0.18537144 -0.7177434  -0.72142634
  0.36420103 -0.23915665  0.64932725 -0.38918133 -0.03951306 -0.67185406
  0.08704149  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
754,CC(OC(C)C)=O,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,CC(=O)OC(C)C,COc1cc(/C=C/C=O)ccc1O,-12.024361,13,7,"[ 0.30038817 -0.38102575  0.76590841 -0.21571871 -0.73589502 -0.5418536
  0.28906506 -0.45016287  0.68209366 -0.30958469 -0.0511183  -0.83549892
  0.09872201  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
755,c1ccc(cc1)CO,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,OCc1ccccc1,COc1cc(/C=C/C=O)ccc1O,-11.819914,13,8,"[ 0.32336719 -0.35845779  0.5877543   0.02037909 -0.86535352 -0.37387115
  0.25396505 -0.52852311  0.68213095 -0.30836951  0.00564905 -0.8555501
  0.23664608  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
756,C1CCCCC1O,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,OC1CCCCC1,COc1cc(/C=C/C=O)ccc1O,-11.441705,13,7,"[ 0.17025001 -0.56719691  0.20603037  0.15567325 -0.53007489 -0.12712333
  0.27787116 -0.5235699   0.47878056 -0.20138943  0.00609922 -0.40768098
  0.26030543  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
757,CCCCO,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,CCCCO,COc1cc(/C=C/C=O)ccc1O,-11.502781,13,5,"[ 0.26649968 -0.51173214  0.37352228 -0.00937067 -0.56048252 -0.28380746
  0.26694317 -0.56409659  0.53061694 -0.26707575  0.02612503 -0.37028488
  0.24004154  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
758,CCCCCCCCO,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,CCCCCCCCO,COc1cc(/C=C/C=O)ccc1O,-10.976767,13,9,"[ 0.33054446 -0.75748827  0.21928674  0.02399615 -0.26539526 -0.17635764
  0.27756733 -0.42056645  0.58148347 -0.15403972  0.01472706 -0.21670294
  0.20585873  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
759,O,COc1cc(\C=C\C=O)ccc1O,0,logP_setA,O,COc1cc(/C=C/C=O)ccc1O,-9.427941,13,1,"[ 0.36641879 -0.26771524  0.65423153  0.35463905 -0.66710187  0.02495293
  0.38234949 -0.40854501  0.74520914 -0.30784795  0.16804588 -0.35929002
  0.52638945  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
760,CCCCCC,Oc1ccc(O)cc1,0,logP_setA,CCCCCC,Oc1ccc(O)cc1,-6.5721173,8,6,"[ 4.05537806  4.31567134 -3.16863835 -3.16863762  4.31567766  4.05538755
 -3.16863762 -3.16863835  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
761,Cc1ccccc1,Oc1ccc(O)cc1,0,logP_setA,Cc1ccccc1,Oc1ccc(O)cc1,-8.836394,8,7,"[ 2.13007612  1.92211875 -1.57527301 -1.5752682   1.92210288  2.13007086
 -1.5752682  -1.57527301  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
762,Clc1ccccc1,Oc1ccc(O)cc1,0,logP_setA,Clc1ccccc1,Oc1ccc(O)cc1,-8.596941,8,7,"[ 1.68999216  1.67664187 -1.17264169 -1.17263291  1.676647    1.69000707
 -1.17263291 -1.17264169  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
763,C(Cl)Cl,Oc1ccc(O)cc1,0,logP_setA,ClCCl,Oc1ccc(O)cc1,-9.701446,8,3,"[ 1.93750074  1.5064303  -1.4874053  -1.48738917  1.50640026  1.93749236
 -1.48738917 -1.4874053   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
764,CC(C)(C)OC,Oc1ccc(O)cc1,0,logP_setA,COC(C)(C)C,Oc1ccc(O)cc1,-12.029048,8,6,"[ 2.38482382  1.9526995  -2.51610971 -2.51609739  1.95269131  2.38482996
 -2.51609739 -2.51610971  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
765,CC(OC(C)C)=O,Oc1ccc(O)cc1,0,logP_setA,CC(=O)OC(C)C,Oc1ccc(O)cc1,-12.571386,8,7,"[ 2.41237862  1.72474166 -2.55149854 -2.551483    1.72472655  2.4124092
 -2.551483   -2.55149854  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
766,c1ccc(cc1)CO,Oc1ccc(O)cc1,0,logP_setA,OCc1ccccc1,Oc1ccc(O)cc1,-12.328083,8,8,"[ 0.76107615 -0.06245081 -0.77141565 -0.7714126  -0.0624489   0.76107598
 -0.7714126  -0.77141565  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
767,C1CCCCC1O,Oc1ccc(O)cc1,0,logP_setA,OC1CCCCC1,Oc1ccc(O)cc1,-12.92197,8,7,"[ 4.80216949  2.58972142 -4.26653146 -4.26651854  2.58976963  4.80215138
 -4.26651854 -4.26653146  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
768,CCCCO,Oc1ccc(O)cc1,0,logP_setA,CCCCO,Oc1ccc(O)cc1,-12.928825,8,5,"[ 4.62672355  2.71305483 -4.24216446 -4.24218106  2.71305867  4.62670768
 -4.24218106 -4.24216446  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
769,CCCCCCCCO,Oc1ccc(O)cc1,0,logP_setA,CCCCCCCCO,Oc1ccc(O)cc1,-12.076326,8,9,"[ 3.30852826  1.92524591 -2.97605852 -2.97606787  1.92530078  3.30853157
 -2.97606787 -2.97605852  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
770,O,Oc1ccc(O)cc1,0,logP_setA,O,Oc1ccc(O)cc1,-12.2921095,8,1,"[-2.38008448 -3.33696517  2.44541382  2.44540164 -3.33693618 -2.38007592
  2.44540164  2.44541382  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
771,CCCCCC,COc1ccc(OC)cc1,0,logP_setA,CCCCCC,COc1ccc(OC)cc1,-6.53534,10,6,"[ 1.06540908  0.97436614 -0.60889102  0.31064315  0.31064329 -0.60889062
  0.97436558  1.06540915  0.31064329  0.31064315  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
772,Cc1ccccc1,COc1ccc(OC)cc1,0,logP_setA,Cc1ccccc1,COc1ccc(OC)cc1,-7.712525,10,7,"[ 0.95271844  1.07277469 -1.01476787  0.22642589  0.22642682 -1.01476838
  1.07277531  0.95271855  0.22642682  0.22642589  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
773,Clc1ccccc1,COc1ccc(OC)cc1,0,logP_setA,Clc1ccccc1,COc1ccc(OC)cc1,-7.839459,10,7,"[ 0.98676273  1.11330592 -0.94171706  0.12087966  0.12087898 -0.94171574
  1.11330531  0.98676275  0.12087898  0.12087966  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
774,C(Cl)Cl,COc1ccc(OC)cc1,0,logP_setA,ClCCl,COc1ccc(OC)cc1,-8.558137,10,3,"[ 1.13605845  1.03437888 -1.22638889  0.04836135  0.04836158 -1.2263885
  1.03437895  1.13605814  0.04836158  0.04836135  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
775,CC(C)(C)OC,COc1ccc(OC)cc1,0,logP_setA,COC(C)(C)C,COc1ccc(OC)cc1,-7.6231937,10,6,"[ 1.00332268  1.19813022 -0.86870926  0.08774937  0.08774971 -0.86870827
  1.19812965  1.00332304  0.08774971  0.08774937  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
776,CC(OC(C)C)=O,COc1ccc(OC)cc1,0,logP_setA,CC(=O)OC(C)C,COc1ccc(OC)cc1,-7.7863536,10,7,"[ 1.05468353  1.22645815 -0.8776324   0.01157664  0.01157688 -0.87763099
  1.2264575   1.05468396  0.01157688  0.01157664  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
777,c1ccc(cc1)CO,COc1ccc(OC)cc1,0,logP_setA,OCc1ccccc1,COc1ccc(OC)cc1,-7.439748,10,8,"[ 1.14938795  1.07362309 -0.6527122   0.01483441  0.01483378 -0.65271242
  1.07362348  1.14938746  0.01483378  0.01483441  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
778,C1CCCCC1O,COc1ccc(OC)cc1,0,logP_setA,OC1CCCCC1,COc1ccc(OC)cc1,-7.140119,10,7,"[ 1.13902148  1.07660879 -0.59934027  0.06674507  0.06674499 -0.59933989
  1.07660958  1.13902124  0.06674499  0.06674507  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
779,CCCCO,COc1ccc(OC)cc1,0,logP_setA,CCCCO,COc1ccc(OC)cc1,-7.153734,10,5,"[ 1.14724243  1.03943369 -0.54929817  0.0527979   0.05279705 -0.54929729
  1.03943283  1.14724311  0.05279705  0.0527979   0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
780,CCCCCCCCO,COc1ccc(OC)cc1,0,logP_setA,CCCCCCCCO,COc1ccc(OC)cc1,-6.9347954,10,9,"[ 1.15997922  1.11728717 -0.45534513  0.01526164  0.01526045 -0.45534671
  1.11728713  1.15997895  0.01526045  0.01526164  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
781,O,COc1ccc(OC)cc1,0,logP_setA,O,COc1ccc(OC)cc1,-3.774388,10,1,"[1.59024755 0.09604022 0.85561019 0.44537342 0.44537315 0.855612
 0.09604192 1.59024744 0.44537315 0.44537342 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
782,CCCCCC,COc1ccc(C=O)cc1,0,logP_setA,CCCCCC,COc1ccc(C=O)cc1,-7.0219197,10,6,"[ 0.66024945 -1.6258482   1.22622763  0.57469336  2.08992596 -0.35181998
 -0.58782637 -1.03245972  2.08992596  0.57469336  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
783,Cc1ccccc1,COc1ccc(C=O)cc1,0,logP_setA,Cc1ccccc1,COc1ccc(C=O)cc1,-9.085091,10,7,"[-0.34570421  0.77485371  0.14075085  0.02725677 -0.32294081 -1.28491619
  2.29361293  0.56736093 -0.32294081  0.02725677  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
784,Clc1ccccc1,COc1ccc(C=O)cc1,0,logP_setA,Clc1ccccc1,COc1ccc(C=O)cc1,-9.119739,10,7,"[-0.17321236  0.471361    0.20843454  0.08147983 -0.02518543 -1.1399566
  1.74794043  0.29278543 -0.02518543  0.08147983  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
785,C(Cl)Cl,COc1ccc(C=O)cc1,0,logP_setA,ClCCl,COc1ccc(C=O)cc1,-10.546783,10,3,"[-0.69689913  1.44867419 -0.31336637 -0.20494905 -1.21988987 -1.52431841
  3.18816331  0.8403218  -1.21988987 -0.20494905  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
786,CC(C)(C)OC,COc1ccc(C=O)cc1,0,logP_setA,COC(C)(C)C,COc1ccc(C=O)cc1,-8.747474,10,6,"[ 0.64676757 -1.73710638  0.89052483  0.37948755  2.05378738 -0.81807884
 -0.68797503 -1.26847596  2.05378738  0.37948755  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
787,CC(OC(C)C)=O,COc1ccc(C=O)cc1,0,logP_setA,CC(=O)OC(C)C,COc1ccc(C=O)cc1,-9.147458,10,7,"[ 0.16697334 -0.43830065  0.55250442  0.21203239  0.76299063 -1.12121054
  0.80113159 -0.41892106  0.76299063  0.21203239  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
788,c1ccc(cc1)CO,COc1ccc(C=O)cc1,0,logP_setA,OCc1ccccc1,COc1ccc(C=O)cc1,-9.366713,10,8,"[ 0.42967988 -0.97411377  0.58322015  0.16649444  1.24096811 -0.50934432
 -0.21433178 -0.85706822  1.24096811  0.16649444  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
789,C1CCCCC1O,COc1ccc(C=O)cc1,0,logP_setA,OC1CCCCC1,COc1ccc(C=O)cc1,-8.502388,10,7,"[ 0.67081834 -1.57636666  0.91342689  0.45555325  1.96034251 -0.35033017
 -0.96522835 -1.38682028  1.96034251  0.45555325  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
790,CCCCO,COc1ccc(C=O)cc1,0,logP_setA,CCCCO,COc1ccc(C=O)cc1,-8.596218,10,5,"[ 0.7642738  -1.94826978  1.00145326  0.52784224  2.15208713 -0.33272582
 -1.30141705 -1.49971193  2.15208713  0.52784224  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
791,CCCCCCCCO,COc1ccc(C=O)cc1,0,logP_setA,CCCCCCCCO,COc1ccc(C=O)cc1,-8.266118,10,9,"[ 0.73453167 -1.83825441  1.06526489  0.50645775  2.15557929 -0.41560244
 -1.11081165 -1.38563858  2.15557929  0.50645775  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
792,O,COc1ccc(C=O)cc1,0,logP_setA,O,COc1ccc(C=O)cc1,-6.926066,10,1,"[ 1.02715818 -2.71709617  1.43290955  0.96622833  2.72968186  0.52303821
 -2.06998989 -1.87422396  2.72968186  0.96622833  0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
793,CCCCCC,Cc1ccccc1C,0,logP_setA,CCCCCC,Cc1ccccc1C,-5.402418,8,6,"[ 0.27058145 -1.99643678  2.54549885  1.79898786  1.79898689  2.54549982
 -1.99643702  0.27058199  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
794,Cc1ccccc1,Cc1ccccc1C,0,logP_setA,Cc1ccccc1,Cc1ccccc1C,-5.934327,8,7,"[-0.11982968 -2.08332447  2.61452335  1.94130794  1.94130627  2.61452579
 -2.083326   -0.1198294   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
795,Clc1ccccc1,Cc1ccccc1C,0,logP_setA,Clc1ccccc1,Cc1ccccc1C,-5.968432,8,7,"[ 0.07460634 -2.16915383  2.66594192  1.76423085  1.76423079  2.66594064
 -2.16915404  0.07460556  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
796,C(Cl)Cl,Cc1ccccc1C,0,logP_setA,ClCCl,Cc1ccccc1C,-6.2111464,8,3,"[-0.16515784 -1.80244181  1.93974177  2.2421258   2.24212527  1.93974202
 -1.80244258 -0.16515812  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
797,CC(C)(C)OC,Cc1ccccc1C,0,logP_setA,COC(C)(C)C,Cc1ccccc1C,-5.8315372,8,6,"[-0.44646414 -1.46058509  2.31946628  1.99165406  1.99165559  2.3194661
 -1.46058454 -0.44646528  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
798,CC(OC(C)C)=O,Cc1ccccc1C,0,logP_setA,CC(=O)OC(C)C,Cc1ccccc1C,-5.857183,8,7,"[-0.34946415 -1.72407059  2.64654641  1.81823899  1.8182378   2.64654842
 -1.72407064 -0.34946837  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
799,c1ccc(cc1)CO,Cc1ccccc1C,0,logP_setA,OCc1ccccc1,Cc1ccccc1C,-5.3463936,8,8,"[-0.58708467 -2.05294316  3.49948312  1.78718931  1.78718757  3.49948149
 -2.05294245 -0.58708387  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
800,C1CCCCC1O,Cc1ccccc1C,0,logP_setA,OC1CCCCC1,Cc1ccccc1C,-5.3107553,8,7,"[-0.50649116 -1.79171917  3.05717954  1.90549555  1.90549516  3.05717688
 -1.79171892 -0.50649226  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
801,CCCCO,Cc1ccccc1C,0,logP_setA,CCCCO,Cc1ccccc1C,-5.293589,8,5,"[-0.47109593 -1.88192202  3.1820829   1.84397953  1.84397951  3.18208322
 -1.88192102 -0.47109467  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
802,CCCCCCCCO,Cc1ccccc1C,0,logP_setA,CCCCCCCCO,Cc1ccccc1C,-5.1922555,8,9,"[-0.29516368 -1.95764246  3.06587975  1.91064     1.91063997  3.06587741
 -1.95764259 -0.29516312  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
803,O,Cc1ccccc1C,0,logP_setA,O,Cc1ccccc1C,-1.307657,8,1,"[-1.31564592  0.05336455  1.92255802  4.00573428  4.00573526  1.92256005
  0.05336572 -1.31564825  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
804,CCCCCC,CC(=O)c1ccccc1,0,logP_setA,CCCCCC,CC(=O)c1ccccc1,-6.1566167,9,6,"[ 1.35351407  0.17365861  1.54658762  0.99900764 -0.39296274  0.32648722
  0.54324755  0.32648722 -0.39296274  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
805,Cc1ccccc1,CC(=O)c1ccccc1,0,logP_setA,Cc1ccccc1,CC(=O)c1ccccc1,-7.564085,9,7,"[ 0.80962842 -0.08070408  0.94789418  1.64368693 -0.63039798  0.32446457
  0.36695624  0.32446457 -0.63039798  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
