index,smiles_solvent,smiles_solute,DGsolv,comment,can_smiles_solvent,can_smiles_solute,predicted,total_atoms_solute,total_atoms_solvent,shap_values
953,c1ccc(cc1)CO,COc1ccc(cc1)C(O)=O,0,logP_setA,OCc1ccccc1,COc1ccc(C(=O)O)cc1,-11.866193,11,8,"[ 2.77038389e-01  1.06680339e-01 -1.06117098e+00 -1.35944125e-04
 -1.57713685e-02 -7.51004911e-01 -9.66484009e-02  1.59524600e-01
  1.70882720e-01 -1.57713685e-02 -1.35944125e-04  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
954,C1CCCCC1O,COc1ccc(cc1)C(O)=O,0,logP_setA,OC1CCCCC1,COc1ccc(C(=O)O)cc1,-11.976185,11,7,"[ 0.42341236  0.48013832 -1.8611539   0.19629247 -0.51408345 -0.70016629
  0.53839871  0.20301598  0.21543311 -0.51408345  0.19629247  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
955,CCCCO,COc1ccc(cc1)C(O)=O,0,logP_setA,CCCCO,COc1ccc(C(=O)O)cc1,-11.860783,11,5,"[ 0.50903519  0.43538819 -1.19428554  0.05910564 -0.47545243 -0.30174207
 -0.18213491  0.15853581  0.18679471 -0.47545243  0.05910564  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
956,CCCCCCCCO,COc1ccc(cc1)C(O)=O,0,logP_setA,CCCCCCCCO,COc1ccc(C(=O)O)cc1,-11.627078,11,9,"[ 0.49617304  0.37580056 -1.43624449  0.17538545 -0.11817133 -0.64250679
 -0.32342643  0.19806842  0.23031059 -0.11817133  0.17538545  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
957,O,COc1ccc(cc1)C(O)=O,0,logP_setA,O,COc1ccc(C(=O)O)cc1,-9.182951,11,1,"[-1.38496484 -6.0723877   8.75354732 -1.40394476  2.98630932  1.25787691
 -2.92566534 -0.64618647 -0.69022033  2.98630932 -1.40394476  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
958,Cc1ccccc1,Nc1ccccc1,0,logP_setB,Cc1ccccc1,Nc1ccccc1,-6.6439314,7,7,"[ 2.05152771 -1.24827436  1.05116081  0.87901093 -0.66784767  0.87901093
  1.05116081  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
959,C(Cl)Cl,Nc1ccccc1,0,logP_setB,ClCCl,Nc1ccccc1,-7.71528,7,3,"[  5.81202251 -11.59050872  -0.77631881   3.50853261   3.23845856
   3.50853261  -0.77631881   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
960,CC(OC(C)C)=O,Nc1ccccc1,0,logP_setB,CC(=O)OC(C)C,Nc1ccccc1,-7.4941254,7,7,"[ -8.39543422  21.91516592   6.11748698  -6.12375255 -10.36164524
  -6.12375255   6.11748698   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
961,CCCCO,Nc1ccccc1,0,logP_setB,CCCCO,Nc1ccccc1,-7.115425,7,5,"[ 4.822319   -9.53355786 -0.7471263   3.30412323  3.12149956  3.30412323
 -0.7471263   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
962,O,Nc1ccccc1,0,logP_setB,O,Nc1ccccc1,-5.6061006,7,1,"[ 22.72045388 -53.11023027  -8.85569003  16.11151597  20.91170351
  16.11151597  -8.85569003   0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
963,Cc1ccccc1,Nc1ccc(cc1)C(F)(F)F,0,logP_setB,Cc1ccccc1,Nc1ccc(C(F)(F)F)cc1,-8.148435,11,7,"[-0.51733214  2.29605039 -0.17717268 -0.56386352 -0.16409207  0.94000648
  0.47289522  0.47289522  0.47289522 -0.56386352 -0.17717268  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
964,C(Cl)Cl,Nc1ccc(cc1)C(F)(F)F,0,logP_setB,ClCCl,Nc1ccc(C(F)(F)F)cc1,-8.673548,11,3,"[-0.5509127   1.94431987 -0.31389296 -0.6891106  -0.33381746  1.40184703
  0.50356794  0.50356794  0.50356794 -0.6891106  -0.31389296  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
965,CC(OC(C)C)=O,Nc1ccc(cc1)C(F)(F)F,0,logP_setB,CC(=O)OC(C)C,Nc1ccc(C(F)(F)F)cc1,-9.749473,11,7,"[-0.6993479   1.21655627 -0.43827957 -0.61651408 -0.08526037  1.11312997
  0.48490606  0.48490606  0.48490606 -0.61651408 -0.43827957  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
966,CCCCO,Nc1ccc(cc1)C(F)(F)F,0,logP_setB,CCCCO,Nc1ccc(C(F)(F)F)cc1,-9.017552,11,5,"[-0.70637399  1.8636256  -0.40802706 -0.70435099 -0.07204976  1.30050857
  0.48705738  0.48705738  0.48705738 -0.70435099 -0.40802706  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
967,O,Nc1ccc(cc1)C(F)(F)F,0,logP_setB,O,Nc1ccc(C(F)(F)F)cc1,-5.832123,11,1,"[-0.21977767  2.37788074  0.30541025 -0.46241483  0.37514614  1.2891994
  0.43303921  0.43303921  0.43303921 -0.46241483  0.30541025  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
968,Cc1ccccc1,N(c1ccccc1)c2ccccc2,0,logP_setB,Cc1ccccc1,c1ccc(Nc2ccccc2)cc1,-11.020878,13,7,"[-0.21981576 -0.4193195   0.14735627  0.77157031 -0.39685643  0.77156978
  0.14735668 -0.4193193  -0.21981535 -0.4193193   0.14735668  0.14735627
 -0.4193195   0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
969,C(Cl)Cl,N(c1ccccc1)c2ccccc2,0,logP_setB,ClCCl,c1ccc(Nc2ccccc2)cc1,-11.493305,13,3,"[-0.26497098 -0.36592345  0.08717169  1.23078308 -1.67024187  1.23078235
  0.08717212 -0.36592353 -0.26497083 -0.36592353  0.08717212  0.08717169
 -0.36592345  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
970,CC(OC(C)C)=O,N(c1ccccc1)c2ccccc2,0,logP_setB,CC(=O)OC(C)C,c1ccc(Nc2ccccc2)cc1,-12.217249,13,7,"[-0.25400367 -0.42241431 -0.00258208  0.61682747 -0.60322978  0.61682775
 -0.00258232 -0.42241439 -0.25400362 -0.42241439 -0.00258232 -0.00258208
 -0.42241431  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
971,CCCCO,N(c1ccccc1)c2ccccc2,0,logP_setB,CCCCO,c1ccc(Nc2ccccc2)cc1,-11.120792,13,5,"[-0.10167057 -0.18863472 -0.00829953  0.55273108 -0.59549797  0.55273127
 -0.00829965 -0.18863465 -0.10167062 -0.18863465 -0.00829965 -0.00829953
 -0.18863472  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
972,O,N(c1ccccc1)c2ccccc2,0,logP_setB,O,c1ccc(Nc2ccccc2)cc1,-5.1603894,13,1,"[0.50702207 0.37655445 0.50091444 0.16382613 0.62771482 0.16383099
 0.50091306 0.37655549 0.50702181 0.37655549 0.50091306 0.50091444
 0.37655445 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.        ]"
973,Cc1ccccc1,Nc1ccc(cc1)[S](N)(=O)=O,0,logP_setB,Cc1ccccc1,Nc1ccc(S(N)(=O)=O)cc1,-14.007839,11,7,"[-2.25128247  8.28223533  0.92653562 -3.08957965 -0.60559417 -3.17592204
 -0.60670227 -0.34240344 -0.34240344 -3.08957965  0.92653562  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
974,C(Cl)Cl,Nc1ccc(cc1)[S](N)(=O)=O,0,logP_setB,ClCCl,Nc1ccc(S(N)(=O)=O)cc1,-16.088568,11,3,"[-2.02889611  1.3444778  -0.69258319  0.54578096  2.08327695 -6.6248681
 -0.13053606  0.10063148  0.10063148  0.54578096 -0.69258319  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
975,CC(OC(C)C)=O,Nc1ccc(cc1)[S](N)(=O)=O,0,logP_setB,CC(=O)OC(C)C,Nc1ccc(S(N)(=O)=O)cc1,-17.536272,11,7,"[ 0.21016827 -8.41200732 -2.90272296  1.05248544  1.52001999  0.37643146
  1.17656549  0.96635398  0.96635398  1.05248544 -2.90272296  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
976,CCCCO,Nc1ccc(cc1)[S](N)(=O)=O,0,logP_setB,CCCCO,Nc1ccc(S(N)(=O)=O)cc1,-17.233644,11,5,"[-0.03738578 -6.72293264 -2.9081671  -0.08444445  0.79012161  2.8870038
  0.98527803  0.74458815  0.74458815 -0.08444445 -2.9081671   0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
977,O,Nc1ccc(cc1)[S](N)(=O)=O,0,logP_setB,O,Nc1ccc(S(N)(=O)=O)cc1,-15.388168,11,1,"[-0.81853891 -2.8699128  -1.20039444 -0.59248178  0.743609    0.41086532
  0.5483505   0.41144696  0.41144696 -0.59248178 -1.20039444  0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
978,Cc1ccccc1,[nH]1cnc2ccccc12,0,logP_setB,Cc1ccccc1,c1ccc2[nH]cnc2c1,-9.3648405,9,7,"[-0.07758167 -0.07794128 -0.11894226  0.30199056  0.19408043  0.59231087
  0.16985952  0.41416291 -0.12309965  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
979,C(Cl)Cl,[nH]1cnc2ccccc12,0,logP_setB,ClCCl,c1ccc2[nH]cnc2c1,-10.923466,9,3,"[-0.88706094 -0.89136423 -0.95843118  0.30710107  1.12037161  0.31902395
  1.09800939  0.57696201 -0.96839783  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
980,CC(OC(C)C)=O,[nH]1cnc2ccccc12,0,logP_setB,CC(=O)OC(C)C,c1ccc2[nH]cnc2c1,-11.349534,9,7,"[ 0.17054941  0.17055622 -0.03271328 -0.35297192 -0.22482603  0.10680472
 -0.20726994 -0.29258279 -0.04740031  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
981,CCCCO,[nH]1cnc2ccccc12,0,logP_setB,CCCCO,c1ccc2[nH]cnc2c1,-11.683081,9,5,"[-1.13804072 -1.1433599  -1.27436327  0.29839758  1.61538791 -0.25002812
  1.51459857  0.61834059 -1.28433397  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
982,O,[nH]1cnc2ccccc12,0,logP_setB,O,c1ccc2[nH]cnc2c1,-10.788493,9,1,"[-0.16350313 -0.1625864  -0.26499994 -0.47504663  0.73631605  0.14696891
  0.74109929 -0.44174364 -0.26531749  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
983,Cc1ccccc1,[O-][N+](=O)c1ccc2nc[nH]c2c1,0,logP_setB,Cc1ccccc1,O=[N+]([O-])c1ccc2nc[nH]c2c1,-12.141623,12,7,"[-0.6608311   0.15423647 -0.56570584  0.32252871 -0.68586592 -0.30823824
  1.75704718  0.23079896 -1.23710136  0.3835434   0.83756833 -1.72992437
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
984,C(Cl)Cl,[O-][N+](=O)c1ccc2nc[nH]c2c1,0,logP_setB,ClCCl,O=[N+]([O-])c1ccc2nc[nH]c2c1,-13.866524,12,3,"[-0.61797623 -0.68790383 -0.48666726  0.18039024 -0.52351131 -0.17559834
  1.41644665 -0.02925117 -1.77235973  0.16471952  0.60509117 -1.30022213
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
985,CC(OC(C)C)=O,[O-][N+](=O)c1ccc2nc[nH]c2c1,0,logP_setB,CC(=O)OC(C)C,O=[N+]([O-])c1ccc2nc[nH]c2c1,-15.161849,12,7,"[-0.67753558 -3.13358241 -0.58639539 -0.69159235  0.00348015  1.02106845
  0.59791791 -0.18458001 -1.78595     0.11741439  0.374828    0.42275812
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
986,CCCCO,[O-][N+](=O)c1ccc2nc[nH]c2c1,0,logP_setB,CCCCO,O=[N+]([O-])c1ccc2nc[nH]c2c1,-14.649444,12,5,"[-0.26854283 -2.3358632  -0.18900242 -0.22431837 -0.0812237   0.62838054
  0.25853167 -0.35268676 -1.8370006  -0.06049959  0.15113462  0.30132735
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
987,O,[O-][N+](=O)c1ccc2nc[nH]c2c1,0,logP_setB,O,O=[N+]([O-])c1ccc2nc[nH]c2c1,-13.385465,12,1,"[-4.72602703e-01 -3.68855316e+00 -5.96447925e-01  1.04719522e-03
  6.41281848e-01  1.60182428e+00  3.80070851e-02 -6.39129431e-01
 -9.03059037e-01 -2.03878389e-01  1.36687122e-04  1.47558818e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
988,Cc1ccccc1,CC1=CNC(=O)NC1=O,0,logP_setB,Cc1ccccc1,Cc1c[nH]c(=O)[nH]c1=O,-10.589674,9,7,"[-0.61499617  0.92999239 -0.66772535  1.0894784  -0.53638044  0.90378506
  0.87426675 -1.99665627  0.06824341  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
989,C(Cl)Cl,CC1=CNC(=O)NC1=O,0,logP_setB,ClCCl,Cc1c[nH]c(=O)[nH]c1=O,-12.2526045,9,3,"[-1.23809085 -0.72626858 -1.81714794  0.95937615 -0.16120284  1.68238025
  2.68314809 -3.87039549  0.87527852  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
990,CC(OC(C)C)=O,CC1=CNC(=O)NC1=O,0,logP_setB,CC(=O)OC(C)C,Cc1c[nH]c(=O)[nH]c1=O,-13.000434,9,7,"[-0.19854792 -0.2826598  -1.52745899  1.38054872 -2.51307234  1.29945104
  3.27392968 -4.37239916  0.57945532  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
991,CCCCO,CC1=CNC(=O)NC1=O,0,logP_setB,CCCCO,Cc1c[nH]c(=O)[nH]c1=O,-14.112089,9,5,"[-0.03477837 -0.97280615 -1.9216912   1.74275445 -3.64642096  1.47796758
  4.71411051 -5.67747375  0.84592788  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
992,O,CC1=CNC(=O)NC1=O,0,logP_setB,O,Cc1c[nH]c(=O)[nH]c1=O,-15.879759,9,1,"[ 0.08205296 -4.96867563 -3.49940589  3.09349716 -7.80184907  2.16765963
 11.43482965 -7.18006416  1.43187472  0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
993,Cc1ccccc1,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0,logP_setB,Cc1ccccc1,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-13.035061,14,7,"[ 1.38310592e-03 -1.74546364e+00  3.92224830e-01  4.30407784e-01
 -9.12274604e-01 -1.31005219e-01  3.81204603e-01  3.26003151e-01
 -1.02385085e-01  1.44836918e-01 -1.81167758e-01 -1.61598294e-01
 -1.21126307e+00  3.73715394e-01  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
994,C(Cl)Cl,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0,logP_setB,ClCCl,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-14.959022,14,3,"[ 0.15650364 -2.25377789 -0.14394747  0.50061462 -1.77147232 -0.64613953
  0.43628056  0.58050333 -0.32821254  0.30294002 -0.4781065  -0.08713928
 -1.07255595  0.48517062  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
995,CC(OC(C)C)=O,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0,logP_setB,CC(=O)OC(C)C,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-13.490356,14,7,"[ 0.10330756 -1.52878557  0.09040862  0.5462311  -2.01875364 -0.68672677
  0.40132082  0.64874626  0.10027214  0.30076603 -0.37171275 -0.08947773
 -0.84296972  0.49669778  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
996,CCCCO,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0,logP_setB,CCCCO,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-13.331742,14,5,"[-0.06159226 -1.21056366  0.44601409  0.49215459 -1.66618633 -0.69144967
  0.18354919  0.40634128  0.04740472  0.18028205 -0.47366719 -0.17854613
 -0.6019939   0.43619145  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
997,O,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,0,logP_setB,O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,-12.471886,14,1,"[-0.36768552 -1.69388084  0.98631215  0.43583083 -0.76571944 -0.12457334
  0.03582134  0.1517447  -0.32590629  0.09430233 -1.21728695  0.05794261
  0.36083927  0.5400502   0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
998,Cc1ccccc1,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0,logP_setB,Cc1ccccc1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-15.8594475,19,7,"[ 7.25649166e-01  1.11973878e+00  4.59928248e+00  2.30757624e+00
 -3.41883708e-01 -7.66020478e+00 -7.35039344e-01 -1.03436683e+00
  1.42225447e-03 -1.13178706e+00  1.42225447e-03 -1.03436683e+00
 -7.35038454e-01 -1.03436602e+00  1.42131406e-03 -1.13178658e+00
  1.42131406e-03 -1.03436602e+00  1.89550398e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00]"
999,C(Cl)Cl,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0,logP_setB,ClCCl,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-17.049038,19,3,"[ 0.89891052  0.09036304  1.92389914  0.85372699 -0.12968827 -3.00028134
 -2.00804598 -0.96836026  0.10654321 -0.51632478  0.10654321 -0.96836026
 -2.00804518 -0.96835911  0.10654272 -0.51632486  0.10654272 -0.96835911
  1.44971799  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1000,CC(OC(C)C)=O,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0,logP_setB,CC(=O)OC(C)C,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-18.894424,19,7,"[ 1.02484638 -0.75168627 -4.03420203 -1.99992938  0.6192965   4.35757961
 -4.5896289  -0.45881734  0.43132623  1.12233617  0.43132623 -0.45881734
 -4.58962794 -0.45881769  0.43132677  1.1223356   0.43132677 -0.45881769
 -0.42609891  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1001,CCCCO,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0,logP_setB,CCCCO,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-18.764584,19,5,"[ 0.64724378 -0.37132271 -4.82874889 -2.53616092  0.56038029  5.34946114
 -3.90495518 -0.27092634 -0.10673128  0.9136225  -0.10673128 -0.27092634
 -3.9049532  -0.27092683 -0.10673074  0.91362424 -0.10673074 -0.27092683
  0.54753667  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1002,O,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,0,logP_setB,O,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-16.497421,19,1,"[ 0.35564357  0.91835872 -2.56856205  0.20986876  0.37661144  0.23505239
 -1.85402283 -0.59355624 -0.12823707  0.60235658 -0.12823707 -0.59355624
 -1.85402285 -0.59355633 -0.12823687  0.6023563  -0.12823687 -0.59355633
  0.00578933  0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1003,Cc1ccccc1,COC(=O)c1ccccc1C(=O)OC,0,logP_setB,Cc1ccccc1,COC(=O)c1ccccc1C(=O)OC,-10.372794,14,7,"[ 0.16256539  1.00282242 -2.28177232 -0.78029272  0.76066042  0.75348878
  0.51597173  0.51597099  0.75348959  0.76065995 -2.28177348 -0.78029352
  1.00282199  0.16256593  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1004,C(Cl)Cl,COC(=O)c1ccccc1C(=O)OC,0,logP_setB,ClCCl,COC(=O)c1ccccc1C(=O)OC,-12.242292,14,3,"[ -7.94232322  -1.46178249  77.38727632  34.73575856 -24.07860203
 -46.0802786  -33.36140502 -33.36140678 -46.08028188 -24.07856063
  77.38725863  34.73581121  -1.46178154  -7.94230178   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
1005,CC(OC(C)C)=O,COC(=O)c1ccccc1C(=O)OC,0,logP_setB,CC(=O)OC(C)C,COC(=O)c1ccccc1C(=O)OC,-10.57763,14,7,"[-0.53801955  0.047461    7.53945121  3.51526263 -2.3292097  -4.83548704
 -3.36842898 -3.36842988 -4.83548549 -2.32920892  7.53945434  3.51525791
  0.04745202 -0.53801834  0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.        ]"
1006,CCCCO,COC(=O)c1ccccc1C(=O)OC,0,logP_setB,CCCCO,COC(=O)c1ccccc1C(=O)OC,-9.842833,14,5,"[ -4.01117662  -1.23130211  43.25612259  19.26111641 -13.1428573
 -25.36057684 -18.37290254 -18.37289434 -25.36058651 -13.14285882
  43.2561608   19.26111012  -1.23134152  -4.0111661    0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
1007,O,COC(=O)c1ccccc1C(=O)OC,0,logP_setB,O,COC(=O)c1ccccc1C(=O)OC,-8.383508,14,1,"[  2.95673338  -0.87431866 -19.48114775  -9.0406122    6.79390499
  12.41555579   8.35797741   8.35798349  12.41555867   6.79391279
 -19.48117466  -9.0406126   -0.87431632   2.95672454   0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.
   0.           0.           0.           0.           0.        ]"
