comment,can_smiles_solvent,can_smiles_solute,logP_exp,solute_name,Acidic/basic?,pKa
logP_setB,CCCCO,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0.26,B8,y,0.6
logP_setB,Cc1ccccc1,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,0.7,B9,n,
logP_setB,ClCCl,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1.66,B9,n,
logP_setB,CC(=O)OC(C)C,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.54,B9,n,
logP_setB,CCCCO,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2.45,B9,n,
logP_setB,Cc1ccccc1,COC(=O)c1ccccc1C(=O)OC,2.29,B10,n,
logP_setB,ClCCl,COC(=O)c1ccccc1C(=O)OC,,B10,n,
logP_setB,CC(=O)OC(C)C,COC(=O)c1ccccc1C(=O)OC,2.19,B10,n,
logP_setB,CCCCO,COC(=O)c1ccccc1C(=O)OC,1.65,B10,n,
logP_setB,Cc1ccccc1,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.28,B11,n,
logP_setB,ClCCl,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,,B11,n,
logP_setB,CC(=O)OC(C)C,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.12,B11,n,
logP_setB,CCCCO,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.73,B11,n,
logP_setB,Cc1ccccc1,Oc1cccc2ccccc12,1.81,B12,n,
logP_setB,ClCCl,Oc1cccc2ccccc12,2.08,B12,n,
logP_setB,CC(=O)OC(C)C,Oc1cccc2ccccc12,3.12,B12,n,
logP_setB,CCCCO,Oc1cccc2ccccc12,2.47,B12,n,
logP_setB,Cc1ccccc1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,2.02,B13,n,
logP_setB,ClCCl,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,2.53,B13,n,
logP_setB,CC(=O)OC(C)C,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.16,B13,n,
logP_setB,CCCCO,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,3.05,B13,n,
logP_setB,Cc1ccccc1,NC(=O)c1ccccc1,-0.9,B14,n,
logP_setB,ClCCl,NC(=O)c1ccccc1,0.18,B14,n,
logP_setB,CC(=O)OC(C)C,NC(=O)c1ccccc1,0.37,B14,n,
logP_setB,CCCCO,NC(=O)c1ccccc1,0.9,B14,n,
logP_setB,Cc1ccccc1,CCN(CC)C(=O)c1cccnc1,-0.04,B15,y,3.46
logP_setB,ClCCl,CCN(CC)C(=O)c1cccnc1,1.42,B15,y,3.46
logP_setB,CC(=O)OC(C)C,CCN(CC)C(=O)c1cccnc1,-0.03,B15,y,3.46
logP_setB,CCCCO,CCN(CC)C(=O)c1cccnc1,0.66,B15,y,3.46
logP_setB,Cc1ccccc1,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,1.11,B16,y,2.15
logP_setB,ClCCl,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,2.81,B16,y,2.15
logP_setB,CC(=O)OC(C)C,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,,B16,y,2.15
logP_setB,CCCCO,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,1.71,B16,y,2.15
logP_setB,Cc1ccccc1,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,2.67,B17,y,2.8
logP_setB,ClCCl,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,,B17,y,2.8
logP_setB,CC(=O)OC(C)C,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,2.06,B17,y,2.8
logP_setB,CCCCO,Cc1c(C(c2ccccc2)c2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,,B17,y,2.8
